type,ids,length,openings
IW,IW,6300.0,2
IW,IW,3600.0,0
IW,IW,3600.0000000000655,1
IW,IW,4500.0,1
IW,IW,3600.0,1
IW,IW,4500.0,1
IW,IW,6299.9986025987737,0
IW,IW,1800.0,0
IW,IW,1800.0,1
IW,IW,3600.0,1
IW,IW,900.00000000000091,0
IW,IW,1800.0000000000036,0
IW,IW,900.0,0
IW,IW,3600.0,1
IW,IW,899.9985961913917,0
IW,IW,3600.0,1
IW,IW,3600.0,0
IW,IW,4500.0,1
IW,IW,3600.0,1
IW,IW,3600.0,0
IW,IW,3600.0,0
IW,IW,899.99999999999091,0
IW,IW,3600.0,0
IW,IW,900.0,0
IW,IW,899.99999999999909,0
IW,IW,3600.0,0
IW,IW,899.99999999996362,0
IW,IW,4500.0,1
IW,IW,1800.0,0
IW,IW,1799.9999999999991,1
IW,IW,900.0,0
IW,IW,3600.0,0
IW,IW,900.0,0
IW,IW,1800.0,0
IW,IW,1800.0,0
IW,IW,1799.9995117187354,0
IW,IW,1800.0001220703116,1
