type,ids,length,openings
IW,IW,7200.0,2
IW,IW,3599.9999999999982,0
IW,IW,9000.0000000000418,0
IW,IW,3600.0,1
IW,IW,3599.9999999999964,0
IW,IW,3600.0,0
IW,IW,899.99859619139352,0
IW,IW,1800.0,0
IW,IW,899.9985961913917,0
IW,IW,899.9985961913917,0
IW,IW,5400.0,1
IW,IW,3600.0,1
IW,IW,3599.9995117187354,1
IW,IW,1800.0004882812646,0
IW,IW,4500.0,1
IW,IW,1800.0004882812627,0
IW,IW,3600.0,1
IW,IW,1800.0000000000009,1
IW,IW,1799.9999999999991,1
IW,IW,1800.0,0
IW,IW,900.0,0
IW,IW,3600.0,0
IW,IW,900.0,0
IW,IW,3600.0000915527326,0
IW,IW,1799.9995117187354,0
IW,IW,1799.9995117187354,0
