type,ids,length,openings
IW,IW,7200.0,2
IW,IW,7200.0,0
IW,IW,5400.0,0
IW,IW,4500.0,1
IW,IW,3600.0,1
IW,IW,4500.0,1
IW,IW,3600.0,0
IW,IW,3600.0000000000655,1
IW,IW,1800.0,0
IW,IW,900.00000000000091,0
IW,IW,3600.0,1
IW,IW,900.0,0
IW,IW,3600.0,1
IW,IW,1800.0,1
IW,IW,3600.0,1
IW,IW,3600.0,0
IW,IW,4500.0,1
IW,IW,3600.0,2
IW,IW,3600.0,1
IW,IW,3600.0,0
IW,IW,899.99999999999091,0
IW,IW,3600.0,0
IW,IW,900.0,0
IW,IW,1800.0,0
IW,IW,900.0,0
IW,IW,900.0,0
IW,IW,1800.0,0
IW,IW,3600.0,0
IW,IW,1799.9999999999991,1
IW,IW,900.0,0
IW,IW,3600.0,0
IW,IW,1800.0000000000009,1
IW,IW,899.99999999996362,0
IW,IW,4500.0,1
