id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.452432210979371,0,0
2,F,0,9.645964752813528,10.538429149601985,101.65331612708336,0,0
3,EW,0,9.645964752813528,3.0,28.937894258440583,1,4
4,EW,0,10.538429149601985,3.0,31.61528744880595,0,4
5,EW,0,9.645964752813528,3.0,28.937894258440583,0,0
6,EW,0,10.538429149601985,3.0,31.61528744880595,0,0
7,F,1,8.987439440115367,11.247340719082423,101.0847935750969,0,0
8,R,2,8.987439440115367,6.865233870498912,61.700873653337794,0,0
9,R,2,11.247340719082423,5.485818843262663,61.700873653337794,0,0
10,R,2,8.987439440115367,6.865233870498912,61.700873653337794,0,0
11,R,2,11.247340719082423,5.485818843262663,61.700873653337794,0,0
12,EW,1,8.987439440115367,3.0,26.9623183203461,0,1
13,EW,1,11.247340719082423,3.0,33.74202215724727,1,3
14,EW,1,8.987439440115367,3.0,26.9623183203461,0,3
15,EW,1,11.247340719082423,3.0,33.74202215724727,0,0
16,IWB,0,2.366663138415514,3.0,7.099989415246542,1,0
17,IWB,0,1.612092555775242,3.0,4.836277667325726,1,0
18,IWB,0,3.4045694116853,3.0,10.2137082350559,2,0
19,IWB,0,3.693572074683183,3.0,11.08071622404955,0,0
20,IWB,0,1.5200522051242529,3.0,4.560156615372758,1,0
21,IW,0,6.451380934263285,3.0,19.354142802789852,0,0
22,IW,0,3.188817209275733,3.0,9.5664516278272,1,0
23,IW,0,3.693572074683183,3.0,11.08071622404955,0,0
24,IW,0,1.3614647684034478,3.0,4.084394305210344,0,0
25,IW,0,2.967630892562477,3.0,8.902892677687433,0,0
26,IW,0,2.303848030788947,3.0,6.9115440923668405,0,0
27,IW,0,3.9717658974302887,3.0,11.915297692290869,3,0
28,IWB,1,4.049553868352483,3.0,12.148661605057448,0,0
29,IWB,1,3.262352708840668,3.0,9.787058126522004,1,0
30,IWB,1,2.573918850916684,3.0,7.721756552750053,1,0
31,IWB,1,4.113440231094745,3.0,12.340320693284234,1,0
32,IW,1,4.883910455149675,3.0,14.651731365449024,0,0
33,IW,1,2.7544759122609137,3.0,8.263427736782742,0,0
34,IW,1,2.7860461711565563,3.0,8.358138513469669,0,0
35,IW,1,4.7926753071584685,3.0,14.378025921475404,1,0
36,IW,1,2.7860461711565563,3.0,8.358138513469669,1,0
37,IW,1,3.8706629913728574,3.0,11.611988974118573,1,0
38,Finish,2,0.0,0.0,0.0,0,0
