id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.482692099068997,0,0
2,F,0,9.375698923933376,11.403503548119012,106.91581594516988,0,0
3,EW,0,9.375698923933376,3.0,28.12709677180013,0,0
4,EW,0,11.403503548119012,3.0,34.21051064435704,1,1
5,EW,0,9.375698923933376,3.0,28.12709677180013,0,2
6,EW,0,11.403503548119012,3.0,34.21051064435704,0,4
7,F,1,10.508361166252229,10.305117205251886,108.2898934533466,0,0
8,R,2,10.508361166252229,6.290112609189988,66.09877507376555,0,0
9,R,2,10.305117205251886,6.4141701406442095,66.09877507376555,0,0
10,R,2,10.508361166252229,6.290112609189988,66.09877507376555,0,0
11,R,2,10.305117205251886,6.4141701406442095,66.09877507376555,0,0
12,EW,1,10.508361166252229,3.0,31.52508349875669,0,6
13,EW,1,10.305117205251886,3.0,30.915351615755657,1,1
14,EW,1,10.508361166252229,3.0,31.52508349875669,0,0
15,EW,1,10.305117205251886,3.0,30.915351615755657,0,0
16,IWB,0,2.50951194385238,3.0,7.52853583155714,0,0
17,IWB,0,2.1847642974962107,3.0,6.554292892488633,2,0
18,IWB,0,4.651384827104395,3.0,13.954154481313186,1,0
19,IWB,0,2.1847642974962107,3.0,6.554292892488633,0,0
20,IWB,0,3.596284005040349,3.0,10.788852015121046,2,0
21,IW,0,4.651384827104395,3.0,13.954154481313186,1,0
22,IW,0,1.387868122759475,3.0,4.163604368278424,0,0
23,IW,0,2.5736858363494144,3.0,7.721057509048244,0,0
24,IW,0,6.567486215928792,3.0,19.702458647786376,1,0
25,IW,0,4.522929506308295,3.0,13.568788518924888,0,0
26,IWB,1,4.780604912292609,3.0,14.341814736877826,1,0
27,IWB,1,4.08854163090342,3.0,12.265624892710258,1,0
28,IWB,1,4.780604912292609,3.0,14.341814736877826,1,0
29,IW,1,4.552954671281377,3.0,13.65886401384413,0,0
30,IW,1,4.088334086063708,3.0,12.265002258191124,0,0
31,IW,1,2.6750049492515418,3.0,8.025014847754626,0,0
32,IW,1,2.6955440634260683,3.0,8.086632190278205,0,0
33,IW,1,3.155750404216333,3.0,9.467251212649,0,0
34,IW,1,1.916921922083288,3.0,5.750765766249863,1,0
35,IW,1,4.08854163090342,3.0,12.265624892710258,2,0
36,Finish,2,0.0,0.0,0.0,0,0
