id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.404540299587969,0,0
2,F,0,10.224168157989832,11.298250526273568,115.51521327171812,0,0
3,EW,0,10.224168157989832,3.0,30.6725044739695,0,2
4,EW,0,11.298250526273568,3.0,33.8947515788207,0,3
5,EW,0,10.224168157989832,3.0,30.6725044739695,1,2
6,EW,0,11.298250526273568,3.0,33.8947515788207,0,0
7,F,1,9.614386895678834,11.02650939495106,106.01312743189702,0,0
8,R,2,9.614386895678834,6.730441236047857,64.70906602199497,0,0
9,R,2,11.02650939495106,5.86849960438293,64.70906602199497,0,0
10,R,2,9.614386895678834,6.730441236047857,64.70906602199497,0,0
11,R,2,11.02650939495106,5.86849960438293,64.70906602199497,0,0
12,EW,1,9.614386895678834,3.0,28.8431606870365,0,1
13,EW,1,11.02650939495106,3.0,33.07952818485318,0,0
14,EW,1,9.614386895678834,3.0,28.8431606870365,1,4
15,EW,1,11.02650939495106,3.0,33.07952818485318,0,4
16,IWB,0,4.4813624059416695,3.0,13.444087217825007,1,0
17,IWB,0,7.384054430109185,3.0,22.152163290327557,1,0
18,IWB,0,2.009077577554542,3.0,6.0272327326636255,1,0
19,IW,0,2.690060533235556,3.0,8.070181599706668,0,0
20,IW,0,4.096977237556028,3.0,12.290931712668083,0,0
21,IW,0,2.4825142920091863,3.0,7.447542876027558,0,0
22,IW,0,3.298977847361156,3.0,9.896933542083469,1,0
23,IW,0,3.3826309435054016,3.0,10.147892830516206,0,0
24,IW,0,2.0192906269590423,3.0,6.057871880877126,2,0
25,IW,0,3.3826309435054016,3.0,10.147892830516206,1,0
26,IWB,1,3.633081629189778,3.0,10.899244887569331,0,0
27,IWB,1,3.315423836406455,3.0,9.946271509219365,0,0
28,IWB,1,3.096890438356801,3.0,9.290671315070403,1,0
29,IWB,1,3.865225720404138,3.0,11.595677161212414,1,0
30,IW,1,2.8451838203833284,3.0,8.535551461149986,1,0
31,IW,1,3.160135944016909,3.0,9.480407832050728,1,0
32,IW,1,3.865225720404138,3.0,11.595677161212414,1,0
33,IW,1,3.5408109281488827,3.0,10.622432784446648,1,0
34,IW,1,2.857682048141789,3.0,8.573046144425366,0,0
35,IW,1,2.0363479238459874,3.0,6.109043771537962,1,0
36,IW,1,2.8451838203833284,3.0,8.535551461149986,0,0
37,IW,1,4.656907276922278,3.0,13.970721830766834,0,0
38,IW,1,4.528514817894147,3.0,13.58554445368244,1,0
39,IW,1,2.917665656308217,3.0,8.752996968924652,0,0
40,Finish,2,0.0,0.0,0.0,0,0
