id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,4.886993235145215,0,0
2,F,0,9.125575830914428,8.635480733238143,78.8037342675652,0,0
3,EW,0,9.125575830914428,3.0,27.37672749274328,0,2
4,EW,0,8.635480733238143,3.0,25.90644219971443,1,1
5,EW,0,9.125575830914428,3.0,27.37672749274328,0,3
6,EW,0,8.635480733238143,3.0,25.90644219971443,0,0
7,F,1,8.831775890700017,8.86034431157506,78.25257527426966,0,0
8,R,2,8.831775890700017,5.408241591623975,47.76437769998571,0,0
9,R,2,8.86034431157506,5.390803790501328,47.76437769998571,0,0
10,R,2,8.831775890700017,5.408241591623975,47.76437769998571,0,0
11,R,2,8.86034431157506,5.390803790501328,47.76437769998571,0,0
12,EW,1,8.831775890700017,3.0,26.495327672100053,0,5
13,EW,1,8.86034431157506,3.0,26.58103293472518,0,2
14,EW,1,8.831775890700017,3.0,26.495327672100053,0,0
15,EW,1,8.86034431157506,3.0,26.58103293472518,1,0
16,IWB,0,3.7693765471638847,3.0,11.308129641491654,1,0
17,IWB,0,2.416685744017718,3.0,7.2500572320531536,1,0
18,IWB,0,3.171238966807489,3.0,9.513716900422466,0,0
19,IW,0,5.948422173081106,3.0,17.845266519243317,0,0
20,IW,0,1.974794810080373,3.0,5.924384430241119,2,0
21,IW,0,2.8325795818105486,3.0,8.497738745431645,0,0
22,IW,0,3.3857031162761912,3.0,10.157109348828572,1,0
23,IW,0,1.974794810080373,3.0,5.924384430241119,2,0
24,IWB,1,1.8531251495755132,3.0,5.5593754487265405,1,0
25,IWB,1,4.210010663185911,3.0,12.630031989557732,1,0
26,IWB,1,2.4436235516417533,3.0,7.33087065492526,0,0
27,IWB,1,4.30618076173788,3.0,12.91854228521364,2,0
28,IW,1,1.8531251495755132,3.0,5.5593754487265405,1,0
29,IW,1,3.4708937131806485,3.0,10.412681139541943,0,0
30,IW,1,2.0429607244472106,3.0,6.128882173341632,0,0
31,IW,1,4.173285941528502,3.0,12.519857824585507,0,0
32,IW,1,4.734497871332874,3.0,14.20349361399862,0,0
33,IW,1,3.0610427053536724,3.0,9.183128116061017,1,0
34,Finish,2,0.0,0.0,0.0,0,0
