id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,4.424824876014209,0,0
2,F,0,9.241353676893564,11.082487993768934,102.4171911703453,0,0
3,EW,0,9.241353676893564,3.0,27.72406103068069,0,0
4,EW,0,11.082487993768934,3.0,33.2474639813068,0,4
5,EW,0,9.241353676893564,3.0,27.72406103068069,0,2
6,EW,0,11.082487993768934,3.0,33.2474639813068,1,3
7,F,1,9.891018913193443,9.658152805505498,95.52897206576722,0,0
8,R,2,9.891018913193443,5.895213759668139,58.3096707941958,0,0
9,R,2,9.658152805505498,6.037352273092756,58.3096707941958,0,0
10,R,2,9.891018913193443,5.895213759668139,58.3096707941958,0,0
11,R,2,9.658152805505498,6.037352273092756,58.3096707941958,0,0
12,EW,1,9.891018913193443,3.0,29.673056739580336,0,4
13,EW,1,9.658152805505498,3.0,28.97445841651649,0,3
14,EW,1,9.891018913193443,3.0,29.673056739580336,1,1
15,EW,1,9.658152805505498,3.0,28.97445841651649,0,0
16,IWB,0,3.3713037229063523,3.0,10.113911168719056,0,0
17,IWB,0,2.271638226035625,3.0,6.814914678106876,0,0
18,IWB,0,0.8720731000328432,3.0,2.6162193000985297,0,0
19,IWB,0,3.266074123004744,3.0,9.798222369014232,0,0
20,IWB,0,3.682398288343643,3.0,11.047194865030928,2,0
21,IW,0,2.0082707986294914,3.0,6.024812395888475,3,0
22,IW,0,1.7194718343252464,3.0,5.158415502975739,0,0
23,IW,0,3.1242026672357657,3.0,9.372608001707295,2,0
24,IW,0,6.919768754298163,3.0,20.75930626289449,0,0
25,IW,0,1.9400085472402635,3.0,5.82002564172079,1,0
26,IW,0,2.2033009089381026,3.0,6.609902726814308,0,0
27,IW,0,2.0082707986294914,3.0,6.024812395888475,1,0
28,IW,0,3.266074123004744,3.0,9.798222369014232,0,0
29,IW,0,3.3713037229063523,3.0,10.113911168719056,1,0
30,IWB,1,2.2153459904679247,3.0,6.646037971403774,0,0
31,IWB,1,3.5193080574484545,3.0,10.557924172345365,1,0
32,IWB,1,3.203807437199886,3.0,9.611422311599656,0,0
33,IWB,1,2.69076319573769,3.0,8.07228958721307,1,0
34,IW,1,2.9365534331086827,3.0,8.809660299326048,2,0
35,IW,1,4.285636614792461,3.0,12.856909844377382,1,0
36,IW,1,3.6262422041755578,3.0,10.878726612526672,0,0
37,IW,1,3.203807437199886,3.0,9.611422311599656,0,0
38,IW,1,2.2356016366696925,3.0,6.706804910009078,1,0
39,IW,1,4.285636614792461,3.0,12.856909844377382,0,0
40,IW,1,2.2356016366696925,3.0,6.706804910009078,0,0
41,IW,1,2.2345209639169417,3.0,6.703562891750825,1,0
42,Finish,2,0.0,0.0,0.0,0,0
