id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.366307217335964,0,0
2,F,0,8.312978793028469,9.762504660333152,81.15549420819109,0,0
3,EW,0,8.312978793028469,3.0,24.938936379085405,1,2
4,EW,0,9.762504660333152,3.0,29.287513980999456,0,3
5,EW,0,8.312978793028469,3.0,24.938936379085405,0,2
6,EW,0,9.762504660333152,3.0,29.287513980999456,0,0
7,F,1,9.049853955990978,8.923837482496142,80.75942594358828,0,0
8,R,2,9.049853955990978,5.446997016434147,49.29452749744762,0,0
9,R,2,8.923837482496142,5.523915870738061,49.29452749744762,0,0
10,R,2,9.049853955990978,5.446997016434147,49.29452749744762,0,0
11,R,2,8.923837482496142,5.523915870738061,49.29452749744762,0,0
12,EW,1,9.049853955990978,3.0,27.14956186797293,0,4
13,EW,1,8.923837482496142,3.0,26.771512447488423,1,2
14,EW,1,9.049853955990978,3.0,27.14956186797293,0,0
15,EW,1,8.923837482496142,3.0,26.771512447488423,0,0
16,IWB,0,2.7275203467171942,3.0,8.182561040151583,0,0
17,IWB,0,2.980277869802359,3.0,8.940833609407077,0,0
18,IWB,0,1.5187720807518592,3.0,4.556316242255578,0,0
19,IWB,0,5.066836579951943,3.0,15.200509739855828,0,0
20,IW,0,2.4985509227751197,3.0,7.495652768325358,1,0
21,IW,0,1.983911947770844,3.0,5.951735843312533,2,0
22,IW,0,2.205299431107451,3.0,6.615898293322354,0,0
23,IW,0,3.4291615990435966,3.0,10.28748479713079,3,0
24,IW,0,3.9146378661876753,3.0,11.743913598563026,1,0
25,IW,0,2.70491199136415,3.0,8.11473597409245,0,0
26,IWB,1,2.757136073875225,3.0,8.271408221625677,1,0
27,IWB,1,4.241560531162949,3.0,12.724681593488846,0,0
28,IWB,1,1.5742921162889816,3.0,4.7228763488669445,3,0
29,IWB,1,1.818309579360156,3.0,5.4549287380804685,0,0
30,IW,1,3.845540224489429,3.0,11.536620673468285,0,0
31,IW,1,4.662711497972878,3.0,13.988134493918633,0,0
32,IW,1,3.96576384288783,3.0,11.89729152866349,1,0
33,IW,1,4.474792668403628,3.0,13.424378005210883,0,0
34,Finish,2,0.0,0.0,0.0,0,0
