id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.044692479424221,0,0
2,F,0,9.355422780923949,11.928896269646696,111.59986791233138,0,0
3,EW,0,9.355422780923949,3.0,28.06626834277184,0,2
4,EW,0,11.928896269646696,3.0,35.786688808940085,0,0
5,EW,0,9.355422780923949,3.0,28.06626834277184,0,3
6,EW,0,11.928896269646696,3.0,35.786688808940085,1,3
7,F,1,8.976628969527763,11.809904117878908,106.01312743189702,0,0
8,R,2,8.976628969527763,7.208615421407925,64.70906602199497,0,0
9,R,2,11.809904117878908,5.479220269369714,64.70906602199496,0,0
10,R,2,8.976628969527763,7.208615421407925,64.70906602199497,0,0
11,R,2,11.809904117878908,5.479220269369714,64.70906602199496,0,0
12,EW,1,8.976628969527763,3.0,26.92988690858329,0,5
13,EW,1,11.809904117878908,3.0,35.429712353636724,0,2
14,EW,1,8.976628969527763,3.0,26.92988690858329,1,2
15,EW,1,11.809904117878908,3.0,35.429712353636724,0,0
16,IWB,0,1.6438591882214373,3.0,4.931577564664312,0,0
17,IWB,0,6.805899228983576,3.0,20.417697686950728,1,0
18,IWB,0,6.030580939373093,3.0,18.09174281811928,2,0
19,IW,0,3.400890978316091,3.0,10.202672934948271,1,0
20,IW,0,2.672636673310341,3.0,8.017910019931024,2,0
21,IW,0,3.885105927408492,3.0,11.655317782225476,0,0
22,IW,0,6.805899228983576,3.0,20.417697686950728,0,0
23,IW,0,1.8875339584320825,3.0,5.662601875296247,1,0
24,IW,0,1.6608732134335438,3.0,4.982619640300632,0,0
25,IW,0,1.9681581908794288,3.0,5.904474572638288,0,0
26,IW,0,2.315285458663673,3.0,6.945856375991019,2,0
27,IW,0,4.138639745276495,3.0,12.415919235829485,0,0
28,IWB,1,3.3138347427557484,3.0,9.941504228267243,2,0
29,IWB,1,3.590713178290309,3.0,10.772139534870927,1,0
30,IWB,1,2.622056072246952,3.0,7.866168216740856,0,0
31,IWB,1,3.4680973058021216,3.0,10.404291917406365,1,0
32,IW,1,4.379281627115321,3.0,13.137844881345965,0,0
33,IW,1,3.309007346061788,3.0,9.927022038185363,1,0
34,IW,1,2.758957305863852,3.0,8.276871917591556,1,0
35,IW,1,3.309007346061788,3.0,9.927022038185363,0,0
36,IW,1,3.4340608167959985,3.0,10.302182450387996,0,0
37,IW,1,3.878637067067938,3.0,11.635911201203816,0,0
38,IW,1,3.774152860137423,3.0,11.322458580412269,0,0
39,IW,1,2.458922858015704,3.0,7.3767685740471105,1,0
40,IW,1,3.878637067067938,3.0,11.635911201203816,0,0
41,IW,1,3.774152860137423,3.0,11.322458580412269,1,0
42,Finish,2,0.0,0.0,0.0,0,0
