id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.404540299588079,0,0
2,F,0,9.588608422792785,11.311324096465546,108.4598575043085,0,0
3,EW,0,9.588608422792785,3.0,28.765825268378357,0,2
4,EW,0,11.311324096465546,3.0,33.933972289396635,0,1
5,EW,0,9.588608422792785,3.0,28.765825268378357,1,4
6,EW,0,11.311324096465546,3.0,33.933972289396635,0,0
7,F,1,8.812825103781874,12.287761549571185,108.2898934533466,0,0
8,R,2,8.812825103781874,7.5002935262382975,66.09877507376554,0,0
9,R,2,12.287761549571185,5.379236470947976,66.09877507376554,0,0
10,R,2,8.812825103781874,7.5002935262382975,66.09877507376554,0,0
11,R,2,12.287761549571185,5.379236470947976,66.09877507376554,0,0
12,EW,1,8.812825103781874,3.0,26.43847531134562,1,4
13,EW,1,12.287761549571185,3.0,36.86328464871355,0,2
14,EW,1,8.812825103781874,3.0,26.43847531134562,0,1
15,EW,1,12.287761549571185,3.0,36.86328464871355,0,0
16,IWB,0,2.0530145644225497,3.0,6.159043693267649,0,0
17,IWB,0,4.384586480199965,3.0,13.153759440599895,0,0
18,IWB,0,4.188007316878823,3.0,12.56402195063647,1,0
19,IWB,0,3.595462621059782,3.0,10.786387863179348,0,0
20,IW,0,4.613315285171439,3.0,13.839945855514316,1,0
21,IW,0,6.699986107294095,3.0,20.099958321882283,1,0
22,IW,0,1.5568771995970938,3.0,4.670631598791282,1,0
23,IW,0,2.9193845057472143,3.0,8.758153517241643,2,0
24,IW,0,3.103696443139201,3.0,9.311089329417603,1,0
25,IW,0,4.188007316878823,3.0,12.56402195063647,0,0
26,IWB,1,3.6707004557451577,3.0,11.012101367235474,1,0
27,IWB,1,1.9044396628022189,3.0,5.713318988406656,1,0
28,IWB,1,2.7886852062459337,3.0,8.366055618737802,1,0
29,IWB,1,2.692537720704942,3.0,8.077613162114826,0,0
30,IWB,1,1.9044396628022189,3.0,5.713318988406656,0,0
31,IW,1,4.8855964926434,3.0,14.656789477930198,2,0
32,IW,1,4.669068534909504,3.0,14.007205604728512,0,0
33,IW,1,2.7886852062459337,3.0,8.366055618737802,1,0
34,IW,1,2.742795869547355,3.0,8.228387608642066,0,0
35,IW,1,2.692537720704942,3.0,8.077613162114826,0,0
36,Finish,2,0.0,0.0,0.0,0,0
