id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.0584112913943375,0,0
2,F,0,12.619482633138473,8.948712502057793,112.92812200866744,0,0
3,EW,0,12.619482633138473,3.0,37.85844789941541,1,5
4,EW,0,8.948712502057793,3.0,26.846137506173378,0,1
5,EW,0,12.619482633138473,3.0,37.85844789941541,0,2
6,EW,0,8.948712502057793,3.0,26.846137506173378,0,0
7,F,1,9.745234935989558,11.112086487871888,108.2898934533466,0,0
8,R,2,9.745234935989558,6.782676406256767,66.09877507376555,0,0
9,R,2,11.112086487871888,5.948367585683213,66.09877507376555,0,0
10,R,2,9.745234935989558,6.782676406256767,66.09877507376555,0,0
11,R,2,11.112086487871888,5.948367585683213,66.09877507376555,0,0
12,EW,1,9.745234935989558,3.0,29.235704807968677,0,3
13,EW,1,11.112086487871888,3.0,33.33625946361566,1,2
14,EW,1,9.745234935989558,3.0,29.235704807968677,0,2
15,EW,1,11.112086487871888,3.0,33.33625946361566,0,0
16,IWB,0,2.938265938327035,3.0,8.814797814981105,2,0
17,IWB,0,1.496824711566072,3.0,4.490474134698216,1,0
18,IWB,0,3.537576931982344,3.0,10.612730795947034,0,0
19,IWB,0,2.938265938327035,3.0,8.814797814981105,0,0
20,IWB,0,4.561024658737355,3.0,13.683073976212064,0,0
21,IW,0,3.47717134726249,3.0,10.43151404178747,2,0
22,IW,0,2.215012215603964,3.0,6.645036646811891,1,0
23,IW,0,1.8224212718819448,3.0,5.4672638156458335,2,0
24,IW,0,3.1005982415202658,3.0,9.301794724560796,1,0
25,IW,0,3.729614649780401,3.0,11.188843949341203,0,0
26,IW,0,3.729614649780401,3.0,11.188843949341203,0,0
27,IW,0,2.2836945348471,3.0,6.851083604541299,0,0
28,IWB,1,3.4806738196915687,3.0,10.442021459074706,0,0
29,IWB,1,3.2097280333371123,3.0,9.629184100011337,0,0
30,IWB,1,3.4806738196915687,3.0,10.442021459074706,1,0
31,IWB,1,2.823562326036768,3.0,8.470686978110303,0,0
32,IW,1,2.2862113078030686,3.0,6.858633923409206,1,0
33,IW,1,4.535543776793352,3.0,13.606631330380056,0,0
34,IW,1,2.3701845896642944,3.0,7.110553768992883,2,0
35,IW,1,2.2862113078030686,3.0,6.858633923409206,0,0
36,IW,1,4.902535370882114,3.0,14.707606112646342,0,0
37,IW,1,3.9069508055281,3.0,11.7208524165843,2,0
38,Finish,2,0.0,0.0,0.0,0,0
