id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.404540299588187,0,0
2,F,0,9.976798935953775,11.457065959089505,114.3048434697964,0,0
3,EW,0,9.976798935953775,3.0,29.93039680786133,0,5
4,EW,0,11.457065959089505,3.0,34.371197877268514,0,2
5,EW,0,9.976798935953775,3.0,29.93039680786133,1,0
6,EW,0,11.457065959089505,3.0,34.371197877268514,0,0
7,F,1,11.721668774192462,9.030821710748302,105.85630085217774,0,0
8,R,2,11.721668774192462,5.512298830058394,64.61334107031311,0,0
9,R,2,9.030821710748302,7.154757688706402,64.61334107031313,0,0
10,R,2,11.721668774192462,5.512298830058394,64.61334107031311,0,0
11,R,2,9.030821710748302,7.154757688706402,64.61334107031313,0,0
12,EW,1,11.721668774192462,3.0,35.16500632257738,1,3
13,EW,1,9.030821710748302,3.0,27.092465132244907,0,1
14,EW,1,11.721668774192462,3.0,35.16500632257738,0,3
15,EW,1,9.030821710748302,3.0,27.092465132244907,0,2
16,IWB,0,2.2925361728414537,3.0,6.877608518524362,2,0
17,IWB,0,4.678977462530453,3.0,14.036932387591358,0,0
18,IWB,0,5.679536031614669,3.0,17.038608094844008,1,0
19,IW,0,4.678977462530453,3.0,14.036932387591358,1,0
20,IW,0,1.8899038841448323,3.0,5.669711652434497,0,0
21,IW,0,2.778329813919777,3.0,8.334989441759332,1,0
22,IW,0,1.8899038841448323,3.0,5.669711652434497,0,0
23,IW,0,7.032826230821687,3.0,21.09847869246506,0,0
24,IW,0,3.656925948858719,3.0,10.970777846576157,0,0
25,IW,0,4.877394236009518,3.0,14.632182708028555,2,0
26,IWB,1,2.5855664404902687,3.0,7.756699321470807,0,0
27,IWB,1,2.9257059245785557,3.0,8.777117773735666,3,0
28,IWB,1,3.729173832949427,3.0,11.18752149884828,0,0
29,IWB,1,2.1438621334139385,3.0,6.431586400241816,0,0
30,IWB,1,3.4675385401114625,3.0,10.402615620334387,2,0
31,IW,1,2.1438621334139385,3.0,6.431586400241816,1,0
32,IW,1,3.009126444694032,3.0,9.027379334082095,0,0
33,IW,1,4.345319907766425,3.0,13.035959723299277,1,0
34,IW,1,2.5637531538779386,3.0,7.691259461633816,0,0
35,IW,1,2.120088313867134,3.0,6.360264941601402,1,0
36,IW,1,4.741035264481234,3.0,14.223105793443704,0,0
37,IW,1,2.369961986726681,3.0,7.109885960180044,0,0
38,IW,1,3.5789657338019887,3.0,10.736897201405966,0,0
39,IW,1,4.741035264481234,3.0,14.223105793443704,0,0
40,Finish,2,0.0,0.0,0.0,0,0
