id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.515269496903836,0,0
2,F,0,11.849251321341711,9.6167131538635,113.9508510453813,0,0
3,EW,0,11.849251321341711,3.0,35.547753964025134,0,1
4,EW,0,9.6167131538635,3.0,28.8501394615905,0,1
5,EW,0,11.849251321341711,3.0,35.547753964025134,0,4
6,EW,0,9.6167131538635,3.0,28.8501394615905,1,2
7,F,1,12.2465100504527,8.642173213119284,105.8364611122184,0,0
8,R,2,12.2465100504527,5.275072725125482,64.60123114511812,0,0
9,R,2,8.642173213119284,7.475114135302216,64.60123114511813,0,0
10,R,2,12.2465100504527,5.275072725125482,64.60123114511812,0,0
11,R,2,8.642173213119284,7.475114135302216,64.60123114511813,0,0
12,EW,1,12.2465100504527,3.0,36.739530151358096,1,6
13,EW,1,8.642173213119284,3.0,25.92651963935785,0,3
14,EW,1,12.2465100504527,3.0,36.739530151358096,0,0
15,EW,1,8.642173213119284,3.0,25.92651963935785,0,0
16,IWB,0,2.3610566473086565,3.0,7.08316994192597,0,0
17,IWB,0,5.759667025650352,3.0,17.279001076951058,1,0
18,IWB,0,5.759667025650352,3.0,17.279001076951058,0,0
19,IW,0,2.715841098822823,3.0,8.147523296468469,0,0
20,IW,0,1.562820351898784,3.0,4.688461055696352,3,0
21,IW,0,2.715841098822823,3.0,8.147523296468469,1,0
22,IW,0,1.7047247525515907,3.0,5.114174257654772,0,0
23,IW,0,4.4411154699805735,3.0,13.32334640994172,0,0
24,IW,0,4.4411154699805735,3.0,13.32334640994172,1,0
25,IW,0,2.3359327287596563,3.0,7.007798186278968,1,0
26,IW,0,4.877855304696048,3.0,14.633565914088145,0,0
27,IW,0,3.897378523277305,3.0,11.692135569831915,1,0
28,IWB,1,1.9495964893563444,3.0,5.848789468069033,0,0
29,IWB,1,2.592614054215902,3.0,7.777842162647708,0,0
30,IWB,1,4.563967284807127,3.0,13.69190185442138,0,0
31,IWB,1,3.697144455756037,3.0,11.091433367268111,0,0
32,IW,1,3.2188175614168832,3.0,9.656452684250649,0,0
33,IW,1,3.037932000537163,3.0,9.113796001611489,1,0
34,IW,1,3.037932000537163,3.0,9.113796001611489,0,0
35,IW,1,4.5241092827675695,3.0,13.57232784830271,1,0
36,IW,1,2.596101182371042,3.0,7.788303547113125,1,0
37,IW,1,3.235759632080732,3.0,9.707278896242196,1,0
38,IW,1,3.4123375064407737,3.0,10.23701251932232,1,0
39,IW,1,3.3517036123637034,3.0,10.05511083709111,3,0
40,IW,1,3.697144455756037,3.0,11.091433367268111,0,0
41,IW,1,2.596101182371042,3.0,7.788303547113125,0,0
42,Finish,2,0.0,0.0,0.0,0,0
