id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.545631709125626,0,0
2,F,0,10.24644179064787,10.946633228281764,112.16404017716089,0,0
3,EW,0,10.24644179064787,3.0,30.739325371943607,0,5
4,EW,0,10.946633228281764,3.0,32.83989968484529,0,0
5,EW,0,10.24644179064787,3.0,30.739325371943607,0,2
6,EW,0,10.946633228281764,3.0,32.83989968484529,1,0
7,F,1,10.952892110961354,9.88687666748521,108.2898934533466,0,0
8,R,2,10.952892110961354,6.034823898942245,66.09877507376557,0,0
9,R,2,9.88687666748521,6.6855061812537215,66.09877507376557,0,0
10,R,2,10.952892110961354,6.034823898942245,66.09877507376557,0,0
11,R,2,9.88687666748521,6.6855061812537215,66.09877507376557,0,0
12,EW,1,10.952892110961354,3.0,32.85867633288406,1,3
13,EW,1,9.88687666748521,3.0,29.660630002455623,0,4
14,EW,1,10.952892110961354,3.0,32.85867633288406,0,0
15,EW,1,9.88687666748521,3.0,29.660630002455623,0,0
16,IWB,0,2.264020091112468,3.0,6.7920602733374045,1,0
17,IWB,0,6.270987954462,3.0,18.812963863386,2,0
18,IWB,0,2.118914520420259,3.0,6.356743561260777,0,0
19,IWB,0,6.544985648776482,3.0,19.63495694632945,1,0
20,IW,0,2.118914520420259,3.0,6.356743561260777,0,0
21,IW,0,1.9890403611620504,3.0,5.967121083486152,1,0
22,IW,0,4.014967362798609,3.0,12.044902088395828,0,0
23,IW,0,3.909353576021141,3.0,11.728060728063422,2,0
24,IW,0,1.9890403611620504,3.0,5.967121083486152,1,0
25,IW,0,3.107284169309528,3.0,9.321852507928584,0,0
26,IWB,1,4.917758969417343,3.0,14.75327690825203,0,0
27,IWB,1,4.335935642512198,3.0,13.007806927536596,1,0
28,IWB,1,4.335935642512198,3.0,13.007806927536596,0,0
29,IW,1,2.66405699080806,3.0,7.99217097242418,0,0
30,IW,1,4.765124026925372,3.0,14.295372080776117,0,0
31,IW,1,3.601007233186159,3.0,10.803021699558476,1,0
32,IW,1,2.66405699080806,3.0,7.99217097242418,0,0
33,IW,1,4.230531105254644,3.0,12.691593315763932,2,0
34,IW,1,2.2673192753780262,3.0,6.801957826134078,0,0
35,IW,1,2.423093852851093,3.0,7.269281558553279,2,0
36,Finish,2,0.0,0.0,0.0,0,0
