id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.132072017139553,0,0
2,F,0,7.487839260604708,10.036749251634228,75.15356509523168,0,0
3,EW,0,7.487839260604708,3.0,22.46351778181412,0,1
4,EW,0,10.036749251634228,3.0,30.110247754902687,0,5
5,EW,0,7.487839260604708,3.0,22.46351778181412,0,0
6,EW,0,10.036749251634228,3.0,30.110247754902687,1,0
7,F,1,10.267825252141856,7.51520362313832,77.16479753664761,0,0
8,R,2,10.267825252141856,4.587184806247644,47.100411989831,0,0
9,R,2,7.51520362313832,6.267350074828984,47.100411989831,0,0
10,R,2,10.267825252141856,4.587184806247644,47.100411989831,0,0
11,R,2,7.51520362313832,6.267350074828984,47.100411989831,0,0
12,EW,1,10.267825252141856,3.0,30.80347575642557,0,3
13,EW,1,7.51520362313832,3.0,22.54561086941496,0,4
14,EW,1,10.267825252141856,3.0,30.80347575642557,0,0
15,EW,1,7.51520362313832,3.0,22.54561086941496,1,0
16,IWB,0,5.394742982976156,3.0,16.184228948928467,0,0
17,IWB,0,3.56700393860967,3.0,10.70101181582901,1,0
18,IWB,0,3.56700393860967,3.0,10.70101181582901,2,0
19,IW,0,2.452450031626304,3.0,7.35735009487891,1,0
20,IW,0,2.452450031626304,3.0,7.35735009487891,0,0
21,IW,0,2.6188316259721987,3.0,7.856494877916596,2,0
22,IW,0,2.0926306146740536,3.0,6.277891844022161,1,0
23,IW,0,3.4012069315783595,3.0,10.20362079473508,0,0
24,IWB,1,3.958466463579165,3.0,11.875399390737496,1,0
25,IWB,1,2.7255643780781726,3.0,8.176693134234519,1,0
26,IWB,1,1.7701775804013171,3.0,5.310532741203952,1,0
27,IWB,1,3.958466463579165,3.0,11.875399390737496,0,0
28,IW,1,2.2157657213646957,3.0,6.647297164094086,1,0
29,IW,1,2.038327475424633,3.0,6.114982426273899,0,0
30,IW,1,3.545060499989748,3.0,10.635181499969242,0,0
31,IW,1,3.195790014457763,3.0,9.587370043373287,1,0
32,IW,1,2.582534702894756,3.0,7.747604108684268,0,0
33,IW,1,2.038327475424633,3.0,6.114982426273899,1,0
34,Finish,2,0.0,0.0,0.0,0,0
