id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.03411626566867,0,0
2,F,0,9.006455679825603,9.287188711534103,83.64465352060857,0,0
3,EW,0,9.006455679825603,3.0,27.01936703947681,0,1
4,EW,0,9.287188711534103,3.0,27.861566134602317,0,5
5,EW,0,9.006455679825603,3.0,27.01936703947681,1,0
6,EW,0,9.287188711534103,3.0,27.861566134602317,0,0
7,F,1,9.64348855455438,8.0017513475665,77.16479753664761,0,0
8,R,2,9.64348855455438,4.884167355348461,47.10041198983101,0,0
9,R,2,8.0017513475665,5.886262887205965,47.10041198983101,0,0
10,R,2,9.64348855455438,4.884167355348461,47.10041198983101,0,0
11,R,2,8.0017513475665,5.886262887205965,47.10041198983101,0,0
12,EW,1,9.64348855455438,3.0,28.93046566366313,0,4
13,EW,1,8.0017513475665,3.0,24.0052540426995,1,3
14,EW,1,9.64348855455438,3.0,28.93046566366313,0,0
15,EW,1,8.0017513475665,3.0,24.0052540426995,0,0
16,IWB,0,5.629025396166344,3.0,16.88707618849903,1,0
17,IWB,0,3.1274214178699955,3.0,9.382264253609986,1,0
18,IWB,0,2.382633563013349,3.0,7.147900689040048,1,0
19,IW,0,1.7973284321430902,3.0,5.391985296429271,1,0
20,IW,0,3.3015469725980195,3.0,9.904640917794058,1,0
21,IW,0,3.3015469725980195,3.0,9.904640917794058,0,0
22,IW,0,3.2873899905106008,3.0,9.862169971531802,0,0
23,IW,0,1.7973284321430902,3.0,5.391985296429271,1,0
24,IWB,1,3.9543162914837175,3.0,11.862948874451153,0,0
25,IWB,1,4.232738476218473,3.0,12.69821542865542,0,0
26,IWB,1,3.802504645687761,3.0,11.407513937063282,0,0
27,IW,1,3.3947771493305847,3.0,10.184331447991754,0,0
28,IW,1,2.2803030794467323,3.0,6.840909238340197,0,0
29,IW,1,1.72007784348263,3.0,5.16023353044789,0,0
30,IW,1,3.3947771493305847,3.0,10.184331447991754,1,0
31,IW,1,2.627614315055579,3.0,7.882842945166736,1,0
32,IW,1,2.3422961146996983,3.0,7.026888344099096,1,0
33,IW,1,2.280342564027272,3.0,6.841027692081816,3,0
34,Finish,2,0.0,0.0,0.0,0,0
