id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.028156272869761,0,0
2,F,0,11.099481997903965,10.383623936147526,115.25284695227415,0,0
3,EW,0,11.099481997903965,3.0,33.298445993711894,0,2
4,EW,0,10.383623936147526,3.0,31.150871808442577,0,6
5,EW,0,11.099481997903965,3.0,33.298445993711894,1,0
6,EW,0,10.383623936147526,3.0,31.150871808442577,0,0
7,F,1,11.586656824854916,9.346086199864867,108.2898934533466,0,0
8,R,2,11.586656824854916,5.704732268584577,66.09877507376555,0,0
9,R,2,9.346086199864867,7.0723481102411885,66.09877507376555,0,0
10,R,2,11.586656824854916,5.704732268584577,66.09877507376555,0,0
11,R,2,9.346086199864867,7.0723481102411885,66.09877507376555,0,0
12,EW,1,11.586656824854916,3.0,34.759970474564746,1,1
13,EW,1,9.346086199864867,3.0,28.0382585995946,0,4
14,EW,1,11.586656824854916,3.0,34.759970474564746,0,2
15,EW,1,9.346086199864867,3.0,28.0382585995946,0,0
16,IWB,0,2.012100310279053,3.0,6.036300930837159,0,0
17,IWB,0,2.6521420303858774,3.0,7.956426091157632,1,0
18,IWB,0,3.592848768775164,3.0,10.778546306325492,0,0
19,IWB,0,6.825473938822914,3.0,20.476421816468743,2,0
20,IW,0,5.973610475500319,3.0,17.920831426500957,0,0
21,IW,0,1.429352968674428,3.0,4.288058906023284,0,0
22,IW,0,4.73416018190716,3.0,14.202480545721478,1,0
23,IW,0,1.86290509701266,3.0,5.58871529103798,1,0
24,IW,0,3.470207225720449,3.0,10.410621677161346,1,0
25,IW,0,1.93156364573966,3.0,5.794690937218979,0,0
26,IW,0,1.429352968674428,3.0,4.288058906023284,2,0
27,IW,0,1.9117520103163463,3.0,5.735256030949039,0,0
28,IWB,1,4.178801900824372,3.0,12.536405702473118,1,0
29,IWB,1,3.756983292313015,3.0,11.270949876939046,0,0
30,IWB,1,3.756983292313015,3.0,11.270949876939046,1,0
31,IW,1,2.1384636167133464,3.0,6.415390850140039,0,0
32,IW,1,4.337250447969067,3.0,13.011751343907202,0,0
33,IW,1,4.337250447969067,3.0,13.011751343907202,0,0
34,IW,1,2.105838426415111,3.0,6.317515279245333,0,0
35,IW,1,3.951524636310309,3.0,11.854573908930927,1,0
36,IW,1,3.018643884151384,3.0,9.05593165245415,2,0
37,IW,1,4.787983329135643,3.0,14.36394998740693,1,0
38,Finish,2,0.0,0.0,0.0,0,0
