id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.0495051354791824,0,0
2,F,0,12.019691752824096,9.005765436665982,108.24652454696242,0,0
3,EW,0,12.019691752824096,3.0,36.05907525847229,0,0
4,EW,0,9.005765436665982,3.0,27.017296309997946,1,4
5,EW,0,12.019691752824096,3.0,36.05907525847229,0,4
6,EW,0,9.005765436665982,3.0,27.017296309997946,0,0
7,F,1,9.737378085473962,11.12105255673408,108.2898934533466,0,0
8,R,2,9.737378085473962,6.788149180770793,66.09877507376554,0,0
9,R,2,11.12105255673408,5.943571863954645,66.09877507376555,0,0
10,R,2,9.737378085473962,6.788149180770793,66.09877507376554,0,0
11,R,2,11.12105255673408,5.943571863954645,66.09877507376555,0,0
12,EW,1,9.737378085473962,3.0,29.212134256421884,0,3
13,EW,1,11.12105255673408,3.0,33.36315767020224,0,4
14,EW,1,9.737378085473962,3.0,29.212134256421884,1,0
15,EW,1,11.12105255673408,3.0,33.36315767020224,0,0
16,IWB,0,2.6232854696216386,3.0,7.869856408864916,1,0
17,IWB,0,1.4275516596872078,3.0,4.282654979061624,1,0
18,IWB,0,3.612358827473389,3.0,10.837076482420166,1,0
19,IWB,0,2.4320000757534936,3.0,7.296000227260481,1,0
20,IWB,0,3.274310341349085,3.0,9.822931024047254,0,0
21,IW,0,2.0936661405171493,3.0,6.280998421551448,1,0
22,IW,0,7.129698663239389,3.0,21.389095989718168,1,0
23,IW,0,1.7434131746947037,3.0,5.230239524084111,2,0
24,IW,0,3.894948297906145,3.0,11.684844893718434,0,0
25,IW,0,2.6232854696216386,3.0,7.869856408864916,1,0
26,IW,0,1.9213603979083145,3.0,5.764081193724944,0,0
27,IW,0,3.4298158986807707,3.0,10.289447696042313,0,0
28,IWB,1,2.7888382146056285,3.0,8.366514643816885,0,0
29,IWB,1,3.748135632508123,3.0,11.24440689752437,0,0
30,IWB,1,3.399523838602999,3.0,10.198571515808997,1,0
31,IWB,1,4.44546867063619,3.0,13.33640601190857,2,0
32,IW,1,4.476792416114778,3.0,13.430377248344334,1,0
33,IW,1,3.748135632508123,3.0,11.24440689752437,1,0
34,IW,1,4.476792416114778,3.0,13.430377248344334,0,0
35,IW,1,3.399523838602999,3.0,10.198571515808997,0,0
36,IW,1,2.1438450067006047,3.0,6.431535020101814,0,0
37,IW,1,4.8931564984073965,3.0,14.67946949522219,1,0
38,Finish,2,0.0,0.0,0.0,0,0
