id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.444134001416699,0,0
2,F,0,9.940818215950827,11.681138020758418,116.12006961979112,0,0
3,EW,0,9.940818215950827,3.0,29.82245464785249,0,3
4,EW,0,11.681138020758418,3.0,35.043414062275254,0,4
5,EW,0,9.940818215950827,3.0,29.82245464785249,1,0
6,EW,0,11.681138020758418,3.0,35.043414062275254,0,0
7,F,1,10.785861516666692,9.97426982465845,107.5810930586334,0,0
8,R,2,10.785861516666692,6.0881675716966095,65.66613231858057,0,0
9,R,2,9.97426982465845,6.5835528287233975,65.66613231858057,0,0
10,R,2,10.785861516666692,6.0881675716966095,65.66613231858057,0,0
11,R,2,9.97426982465845,6.5835528287233975,65.66613231858057,0,0
12,EW,1,10.785861516666692,3.0,32.35758455000008,0,4
13,EW,1,9.97426982465845,3.0,29.92280947397535,0,4
14,EW,1,10.785861516666692,3.0,32.35758455000008,1,0
15,EW,1,9.97426982465845,3.0,29.92280947397535,0,0
16,IWB,0,4.595251112058469,3.0,13.785753336175407,2,0
17,IWB,0,2.0331412748508955,3.0,6.099423824552686,0,0
18,IWB,0,6.698962875890483,3.0,20.096888627671447,3,0
19,IW,0,3.7358133284223256,3.0,11.207439985266976,1,0
20,IW,0,2.7617124183786737,3.0,8.285137255136021,0,0
21,IW,0,1.823325197439292,3.0,5.469975592317875,0,0
22,IW,0,4.022019656744568,3.0,12.066058970233705,0,0
23,IW,0,2.154237358843726,3.0,6.462712076531178,0,0
24,IW,0,2.7617124183786737,3.0,8.285137255136021,1,0
25,IW,0,5.171724727885856,3.0,15.515174183657567,1,0
26,IWB,1,2.5167827411892967,3.0,7.55034822356789,0,0
27,IWB,1,3.954983874033047,3.0,11.864951622099142,0,0
28,IWB,1,2.865491845877232,3.0,8.596475537631695,0,0
29,IWB,1,4.898474702459728,3.0,14.695424107379184,1,0
30,IW,1,3.927892421644263,3.0,11.78367726493279,1,0
31,IW,1,1.6040615668650218,3.0,4.812184700595065,0,0
32,IW,1,5.209590888169876,3.0,15.628772664509627,0,0
33,IW,1,4.555109235467413,3.0,13.66532770640224,1,0
34,IW,1,2.5167827411892967,3.0,7.55034822356789,0,0
35,IW,1,3.375515956259317,3.0,10.126547868777951,4,0
36,IW,1,3.879095128580941,3.0,11.63728538574282,1,0
37,IW,1,3.879095128580941,3.0,11.63728538574282,0,0
38,Finish,2,0.0,0.0,0.0,0,0
