id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.028400132217224,0,0
2,F,0,11.975846981625942,9.56049943370169,114.49507828593288,0,0
3,EW,0,11.975846981625942,3.0,35.927540944877826,1,2
4,EW,0,9.56049943370169,3.0,28.68149830110507,0,2
5,EW,0,11.975846981625942,3.0,35.927540944877826,0,4
6,EW,0,9.56049943370169,3.0,28.68149830110507,0,0
7,F,1,11.127040596708104,9.69035070372236,107.82492567665764,0,0
8,R,2,11.127040596708104,5.914866947645475,65.81496465057815,0,0
9,R,2,9.69035070372236,6.791804204289181,65.81496465057815,0,0
10,R,2,11.127040596708104,5.914866947645475,65.81496465057815,0,0
11,R,2,9.69035070372236,6.791804204289181,65.81496465057815,0,0
12,EW,1,11.127040596708104,3.0,33.38112179012431,0,2
13,EW,1,9.69035070372236,3.0,29.07105211116708,0,1
14,EW,1,11.127040596708104,3.0,33.38112179012431,1,2
15,EW,1,9.69035070372236,3.0,29.07105211116708,0,2
16,IWB,0,2.145485925941176,3.0,6.436457777823527,0,0
17,IWB,0,2.4972671627191856,3.0,7.491801488157557,1,0
18,IWB,0,3.663676045013308,3.0,10.991028135039924,0,0
19,IWB,0,3.324376679173969,3.0,9.973130037521909,3,0
20,IWB,0,1.6293124296590995,3.0,4.887937288977298,0,0
21,IW,0,2.0966345873069585,3.0,6.289903761920876,2,0
22,IW,0,1.7250872371447523,3.0,5.175261711434258,1,0
23,IW,0,3.393898283218828,3.0,10.181694849656484,0,0
24,IW,0,2.4171381841867627,3.0,7.251414552560288,1,0
25,IW,0,3.663676045013308,3.0,10.991028135039924,0,0
26,IW,0,4.485897522179078,3.0,13.457692566537236,0,0
27,IW,0,2.4171381841867627,3.0,7.251414552560288,1,0
28,IWB,1,2.772010604943614,3.0,8.316031814830843,1,0
29,IWB,1,3.842319758707944,3.0,11.52695927612383,0,0
30,IWB,1,2.772010604943614,3.0,8.316031814830843,0,0
31,IWB,1,4.152083190045004,3.0,12.45624957013501,0,0
32,IW,1,5.256300396952507,3.0,15.76890119085752,1,0
33,IW,1,3.842319758707944,3.0,11.52695927612383,0,0
34,IW,1,3.8991276245193,3.0,11.6973828735579,1,0
35,IW,1,3.343506371718387,3.0,10.03051911515516,0,0
36,IW,1,4.644345706510051,3.0,13.933037119530152,3,0
37,IW,1,5.256300396952507,3.0,15.76890119085752,0,0
38,Finish,2,0.0,0.0,0.0,0,0
