id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,5.028156272869761,0,0
2,F,0,9.176540954265224,12.55950880911233,115.25284695227415,0,0
3,EW,0,9.176540954265224,3.0,27.52962286279567,0,1
4,EW,0,12.55950880911233,3.0,37.67852642733699,0,3
5,EW,0,9.176540954265224,3.0,27.52962286279567,1,2
6,EW,0,12.55950880911233,3.0,37.67852642733699,0,2
7,F,1,11.984987187129173,9.035461762499043,108.2898934533466,0,0
8,R,2,11.984987187129173,5.515131058692315,66.09877507376555,0,0
9,R,2,9.035461762499043,7.315483902339468,66.09877507376555,0,0
10,R,2,11.984987187129173,5.515131058692315,66.09877507376555,0,0
11,R,2,9.035461762499043,7.315483902339468,66.09877507376555,0,0
12,EW,1,11.984987187129173,3.0,35.95496156138752,1,3
13,EW,1,9.035461762499043,3.0,27.10638528749713,0,4
14,EW,1,11.984987187129173,3.0,35.95496156138752,0,0
15,EW,1,9.035461762499043,3.0,27.10638528749713,0,0
16,IWB,0,7.439877563708683,3.0,22.31963269112605,0,0
17,IWB,0,1.5672286126764008,3.0,4.701685838029203,0,0
18,IWB,0,5.480294839809475,3.0,16.440884519428426,1,0
19,IW,0,2.286268750332912,3.0,6.858806250998736,2,0
20,IW,0,1.5672286126764008,3.0,4.701685838029203,0,0
21,IW,0,4.362529112115774,3.0,13.087587336347324,0,0
22,IW,0,2.161027178317476,3.0,6.4830815349524284,0,0
23,IW,0,1.7435672046903807,3.0,5.230701614071142,1,0
24,IW,0,4.669479401813183,3.0,14.008438205439548,0,0
25,IW,0,4.4671381520919935,3.0,13.40141445627598,1,0
26,IW,0,1.575601731110216,3.0,4.726805193330648,0,0
27,IW,0,3.444876161884236,3.0,10.334628485652708,3,0
28,IWB,1,2.0763068380049505,3.0,6.228920514014852,0,0
29,IWB,1,4.094362067648166,3.0,12.283086202944496,0,0
30,IWB,1,2.4696617739932267,3.0,7.40898532197968,0,0
31,IWB,1,2.9110874743721613,3.0,8.733262423116484,1,0
32,IW,1,4.567548461876337,3.0,13.70264538562901,0,0
33,IW,1,3.752286843160748,3.0,11.256860529482244,1,0
34,IW,1,2.0763068380049505,3.0,6.228920514014852,0,0
35,IW,1,4.393449595865498,3.0,13.180348787596492,3,0
36,IW,1,4.20620671381811,3.0,12.61862014145433,0,0
37,IW,1,4.393449595865498,3.0,13.180348787596492,1,0
38,Finish,2,0.0,0.0,0.0,0,0
