id,type,storey,length,width,area,doors,windows
0,Start,0,0.0,0.0,0.0,0,0
1,S,0,-1.0,-1.0,4.632946509187675,0,0
2,F,0,7.496386924450866,10.395755137357026,77.93060288147612,0,0
3,EW,0,7.496386924450866,3.0,22.4891607733526,1,3
4,EW,0,10.395755137357026,3.0,31.18726541207108,0,3
5,EW,0,7.496386924450866,3.0,22.4891607733526,0,4
6,EW,0,10.395755137357026,3.0,31.18726541207108,0,0
7,F,1,7.677079026799091,9.946890590226229,76.36306513209101,0,0
8,R,2,7.677079026799091,6.07145563486931,46.61104471659634,0,0
9,R,2,9.946890590226229,4.68599149591493,46.611044716596346,0,0
10,R,2,7.677079026799091,6.07145563486931,46.61104471659634,0,0
11,R,2,9.946890590226229,4.68599149591493,46.611044716596346,0,0
12,EW,1,7.677079026799091,3.0,23.031237080397272,0,5
13,EW,1,9.946890590226229,3.0,29.84067177067869,0,3
14,EW,1,7.677079026799091,3.0,23.031237080397272,0,0
15,EW,1,9.946890590226229,3.0,29.84067177067869,1,0
16,IWB,0,2.032694660211932,3.0,6.098083980635795,1,0
17,IWB,0,2.8044168387320423,3.0,8.413250516196127,1,0
18,IWB,0,2.339019017325504,3.0,7.017057051976512,2,0
19,IWB,0,2.858399691257368,3.0,8.575199073772103,0,0
20,IW,0,2.8044168387320423,3.0,8.413250516196127,0,0
21,IW,0,4.349517116861985,3.0,13.048551350585951,0,0
22,IW,0,2.421528936005381,3.0,7.264586808016143,0,0
23,IW,0,2.0123094034656543,3.0,6.036928210396964,1,0
24,IW,0,1.86524397519718,3.0,5.59573192559154,0,0
25,IW,0,5.847349245886717,3.0,17.54204773766015,1,0
26,IW,0,1.86524397519718,3.0,5.59573192559154,1,0
27,IW,0,1.4841112457249328,3.0,4.452333737174799,2,0
28,IW,0,1.4841112457249328,3.0,4.452333737174799,0,0
29,IW,0,2.858399691257368,3.0,8.575199073772103,0,0
30,IW,0,3.427163068591629,3.0,10.281489205774886,1,0
31,IW,0,1.488516090326934,3.0,4.465548270980802,1,0
32,IWB,1,3.1065755756295124,3.0,9.319726726888536,0,0
33,IWB,1,3.757620802607928,3.0,11.272862407823782,0,0
34,IWB,1,3.757620802607928,3.0,11.272862407823782,3,0
35,IW,1,2.7336371334599048,3.0,8.200911400379715,0,0
36,IW,1,2.478825407963582,3.0,7.436476223890747,0,0
37,IW,1,1.598526915824315,3.0,4.795580747472945,0,0
38,IW,1,3.516248315061524,3.0,10.54874494518457,1,0
39,IW,1,2.123299487979924,3.0,6.369898463939771,1,0
40,IW,1,2.551501948830008,3.0,7.654505846490023,0,0
41,IW,1,1.913964375636164,3.0,5.741893126908492,0,0
42,IW,1,2.7336371334599048,3.0,8.200911400379715,0,0
43,IW,1,2.478825407963582,3.0,7.436476223890747,2,0
44,Finish,2,0.0,0.0,0.0,0,0
